"shock-multiplier","1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,,"1",,,,,,
"recovery-rate","0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,,"0.05",,,,,,
"fatigue-threshold","500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,,"500",,,,,,
"fatigue-saturation","2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,,"2000",,,,,,
"fatigue-intensity","0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,,"0.5",,,,,,
"cost-decay-rate","0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,,"0.01",,,,,,
"perturbation-strength","60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,,"60",,,,,,
"fatigue-enabled?","true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,
"entrainment-mode?","false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"false",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,
"[total steps]","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000"

